,0,1,speaker,start,end
24,[ 00:12:28.802 -->  00:12:52.512],HX,SPEAKER_01,748.8028125000001,772.5121875000001
25,[ 00:12:52.512 -->  00:13:16.575],H,SPEAKER_00,772.5121875000001,796.5759375
26,[ 00:12:53.288 -->  00:12:53.642],HY,SPEAKER_01,773.2884375000001,773.6428125000001
27,[ 00:13:17.622 -->  00:14:38.942],I,SPEAKER_00,797.6221875000001,878.9428125000001
28,[ 00:14:38.942 -->  00:14:47.565],HZ,SPEAKER_01,878.9428125000001,887.5659375
29,[ 00:14:47.565 -->  00:15:57.462],J,SPEAKER_00,887.5659375,957.4621875
30,[ 00:15:57.462 -->  00:16:35.160],IA,SPEAKER_01,957.4621875,995.1609375
31,[ 00:16:06.389 -->  00:16:06.625],K,SPEAKER_00,966.3890625,966.6253125000001
32,[ 00:16:15.602 -->  00:16:18.454],L,SPEAKER_00,975.6028125,978.4546875000001
33,[ 00:16:35.160 -->  00:18:06.657],M,SPEAKER_00,995.1609375,1086.6571875000004
34,[ 00:18:07.703 -->  00:18:07.872],N,SPEAKER_00,1087.7034375000003,1087.8721875
35,[ 00:18:07.872 -->  00:18:11.415],IB,SPEAKER_01,1087.8721875,1091.4159375000004
36,[ 00:18:12.664 -->  00:18:27.801],IC,SPEAKER_01,1092.6646875000001,1107.8015625000003
37,[ 00:18:28.864 -->  00:18:31.784],O,SPEAKER_00,1108.8646875000004,1111.7840625000003
38,[ 00:18:31.007 -->  00:18:38.314],ID,SPEAKER_01,1111.0078125,1118.3146875000002
39,[ 00:18:37.673 -->  00:20:04.950],P,SPEAKER_00,1117.6734375,1204.9509375000002
40,[ 00:20:04.950 -->  00:20:20.003],IE,SPEAKER_01,1204.9509375000002,1220.0034375
41,[ 00:20:20.003 -->  00:21:13.952],Q,SPEAKER_00,1220.0034375,1273.9528125000002
42,[ 00:21:13.952 -->  00:21:17.327],IF,SPEAKER_01,1273.9528125000002,1277.3278125000002
43,[ 00:21:17.648 -->  00:21:44.800],R,SPEAKER_00,1277.6484375,1304.8003125
44,[ 00:21:44.800 -->  00:21:56.849],IG,SPEAKER_01,1304.8003125,1316.8490625000004
45,[ 00:21:55.667 -->  00:25:18.944],S,SPEAKER_00,1315.6678125000003,1518.9440625000002
46,[ 00:25:18.505 -->  00:25:34.064],IH,SPEAKER_01,1518.5053125000004,1534.0640625
47,[ 00:25:27.263 -->  00:25:27.955],T,SPEAKER_00,1527.2634375000002,1527.9553125000002
48,[ 00:25:33.996 -->  00:26:17.787],U,SPEAKER_00,1533.9965625000004,1577.7871875
49,[ 00:26:17.787 -->  00:26:38.560],II,SPEAKER_01,1577.7871875,1598.5603125000002
50,[ 00:26:39.539 -->  00:26:46.947],IJ,SPEAKER_01,1599.5390625000005,1606.9471875000004
51,[ 00:26:46.694 -->  00:27:33.201],V,SPEAKER_00,1606.6940625000002,1653.2015625000004
52,[ 00:26:53.730 -->  00:26:53.967],IK,SPEAKER_01,1613.7309375000004,1613.9671875000004
53,[ 00:27:34.146 -->  00:27:51.122],IL,SPEAKER_01,1654.1465625,1671.1228125000002
54,[ 00:27:50.819 -->  00:28:58.589],W,SPEAKER_00,1670.8190625000002,1738.5890625000002
55,[ 00:27:58.480 -->  00:28:00.944],IM,SPEAKER_01,1678.4803125000003,1680.9440625000002
56,[ 00:28:58.589 -->  00:29:26.669],IN,SPEAKER_01,1738.5890625000002,1766.6690625
57,[ 00:29:26.669 -->  00:29:31.360],X,SPEAKER_00,1766.6690625,1771.3603125000004
58,[ 00:29:32.592 -->  00:29:42.008],Y,SPEAKER_00,1772.5921875000004,1782.0084375000001
59,[ 00:29:42.008 -->  00:29:51.492],IO,SPEAKER_01,1782.0084375000001,1791.4921875000005
60,[ 00:29:51.492 -->  00:31:20.001],Z,SPEAKER_00,1791.4921875000005,1880.0015625
61,[ 00:30:12.484 -->  00:30:13.058],IP,SPEAKER_01,1812.4846875000003,1813.0584375000003
62,[ 00:31:20.001 -->  00:31:28.287],IQ,SPEAKER_01,1880.0015625,1888.2871875
63,[ 00:31:29.670 -->  00:31:35.391],IR,SPEAKER_01,1889.6709375,1895.3915625000004
64,[ 00:31:36.606 -->  00:32:01.952],IS,SPEAKER_01,1896.6065625,1921.9528125000002
65,[ 00:32:01.952 -->  00:32:05.479],AA,SPEAKER_00,1921.9528125000002,1925.4796875000002
66,[ 00:32:07.082 -->  00:32:12.297],AB,SPEAKER_00,1927.0828125000003,1932.2971875000003
67,[ 00:32:12.297 -->  00:32:19.452],IT,SPEAKER_01,1932.2971875000003,1939.4521875
68,[ 00:32:19.283 -->  00:38:02.942],AC,SPEAKER_00,1939.2834375000002,2282.9428125000004
69,[ 00:38:03.634 -->  00:38:27.225],AD,SPEAKER_00,2283.6346875,2307.2259375000003
70,[ 00:38:27.225 -->  00:38:50.074],IU,SPEAKER_01,2307.2259375000003,2330.0746875000004
71,[ 00:38:50.867 -->  00:39:42.505],IV,SPEAKER_01,2330.8678125000006,2382.5053125000004
72,[ 00:39:42.505 -->  00:41:45.996],AE,SPEAKER_00,2382.5053125000004,2505.9965625000004
73,[ 00:39:55.043 -->  00:39:56.815],IW,SPEAKER_01,2395.0434375000004,2396.8153125
74,[ 00:41:45.996 -->  00:42:04.440],IX,SPEAKER_01,2505.9965625000004,2524.4409375000005
75,[ 00:42:04.440 -->  00:45:11.162],AF,SPEAKER_00,2524.4409375000005,2711.1628124999997
76,[ 00:45:11.162 -->  00:45:57.990],IY,SPEAKER_01,2711.1628124999997,2757.9909374999997
77,[ 00:45:56.489 -->  00:49:33.704],AG,SPEAKER_00,2756.4890625,2973.7040625
78,[ 00:49:33.704 -->  00:49:41.449],IZ,SPEAKER_01,2973.7040625,2981.4496875000004
79,[ 00:49:41.044 -->  00:49:52.570],AH,SPEAKER_00,2981.0446875,2992.5703125
80,[ 00:49:52.570 -->  00:49:57.936],JA,SPEAKER_01,2992.5703125,2997.9365625
81,[ 00:49:57.936 -->  00:52:07.992],AI,SPEAKER_00,2997.9365625,3127.9921875
82,[ 00:49:59.100 -->  00:49:59.404],JB,SPEAKER_01,2999.1009375000003,2999.4046875000004
83,[ 00:51:56.230 -->  00:51:58.002],JC,SPEAKER_01,3116.2303125,3118.0021875
84,[ 00:52:07.992 -->  00:52:20.682],JD,SPEAKER_01,3127.9921875,3140.6821875000005
85,[ 00:52:18.572 -->  00:53:51.047],AJ,SPEAKER_00,3138.5728125000005,3231.0478125
86,[ 00:52:25.761 -->  00:52:28.056],JE,SPEAKER_01,3145.7615625,3148.0565625
87,[ 00:53:51.047 -->  00:54:02.826],JF,SPEAKER_01,3231.0478125,3242.8265625000004
88,[ 00:54:00.565 -->  00:54:33.572],AK,SPEAKER_00,3240.5653125,3273.5728125000005
89,[ 00:54:33.842 -->  00:54:48.068],JG,SPEAKER_01,3273.8428125,3288.0684375
90,[ 00:54:40.255 -->  00:54:40.305],AL,SPEAKER_00,3280.2553125000004,3280.3059375000003
91,[ 00:54:48.068 -->  00:56:28.795],AM,SPEAKER_00,3288.0684375,3388.7953125000004
92,[ 00:56:28.795 -->  00:56:55.947],JH,SPEAKER_01,3388.7953125000004,3415.9471875
93,[ 00:56:55.947 -->  00:59:24.160],AN,SPEAKER_00,3415.9471875,3564.1603125
94,[ 00:59:23.974 -->  00:59:43.195],JI,SPEAKER_01,3563.9746875,3583.1953125
95,[ 00:59:42.840 -->  00:59:42.908],AO,SPEAKER_00,3582.8409375,3582.9084375
96,[ 00:59:44.123 -->  00:59:46.114],JJ,SPEAKER_01,3584.1234375000004,3586.1146875000004
97,[ 00:59:46.114 -->  01:00:02.095],AP,SPEAKER_00,3586.1146875000004,3602.0953125000005
98,[ 01:00:02.922 -->  01:01:37.574],AQ,SPEAKER_00,3602.9221875000003,3697.5740625
99,[ 01:00:57.074 -->  01:00:57.782],JK,SPEAKER_01,3657.0740625,3657.7828125000005
100,[ 01:00:59.284 -->  01:00:59.959],JL,SPEAKER_01,3659.2846875000005,3659.9596875000007
101,[ 01:01:39.075 -->  01:01:58.920],JM,SPEAKER_01,3699.0759375000007,3718.9209375
102,[ 01:01:58.499 -->  01:02:16.437],AR,SPEAKER_00,3718.4990625,3736.4371875000006
103,[ 01:02:16.437 -->  01:02:26.055],JN,SPEAKER_01,3736.4371875000006,3746.0559375000003
104,[ 01:02:23.963 -->  01:03:12.715],AS,SPEAKER_00,3743.9634375000005,3792.7153125000004
105,[ 01:03:13.609 -->  01:03:57.349],AT,SPEAKER_00,3793.6096875000003,3837.3496875
106,[ 01:03:57.940 -->  01:04:08.115],AU,SPEAKER_00,3837.9403125,3848.1159375000007
107,[ 01:04:09.145 -->  01:04:17.380],AV,SPEAKER_00,3849.1453125,3857.3803125000004
108,[ 01:04:17.262 -->  01:04:20.502],JO,SPEAKER_01,3857.2621875000004,3860.5021875
109,[ 01:04:20.502 -->  01:05:39.629],AW,SPEAKER_00,3860.5021875,3939.6290625
110,[ 01:05:40.253 -->  01:05:48.505],AX,SPEAKER_00,3940.2534375000005,3948.5053125000004
111,[ 01:05:48.505 -->  01:05:59.440],JP,SPEAKER_01,3948.5053125000004,3959.4403125
112,[ 01:05:59.440 -->  01:06:14.948],AY,SPEAKER_00,3959.4403125,3974.9484375
113,[ 01:06:15.539 -->  01:06:27.047],AZ,SPEAKER_00,3975.5390625,3987.0478125
114,[ 01:06:28.127 -->  01:06:39.501],BA,SPEAKER_00,3988.1278125,3999.5015625000005
115,[ 01:06:39.501 -->  01:06:39.619],JQ,SPEAKER_01,3999.5015625000005,3999.6196875000005
116,[ 01:06:40.227 -->  01:06:45.981],JR,SPEAKER_01,4000.2271875000006,4005.9815625
117,[ 01:06:45.492 -->  01:07:35.374],BB,SPEAKER_00,4005.4921875,4055.3746875000006
118,[ 01:07:35.374 -->  01:07:52.232],JS,SPEAKER_01,4055.3746875000006,4072.2328125000004
119,[ 01:07:52.232 -->  01:09:14.717],BC,SPEAKER_00,4072.2328125000004,4154.717812500001
120,[ 01:09:16.118 -->  01:09:25.146],BD,SPEAKER_00,4156.118437500001,4165.1465625
121,[ 01:09:26.310 -->  01:10:42.940],BE,SPEAKER_00,4166.3109375,4242.940312500001
122,[ 01:10:42.940 -->  01:10:51.192],JT,SPEAKER_01,4242.940312500001,4251.192187500001
123,[ 01:10:48.272 -->  01:11:09.164],BF,SPEAKER_00,4248.272812500001,4269.1640625
124,[ 01:10:56.625 -->  01:10:57.452],JU,SPEAKER_01,4256.625937500001,4257.4528125
125,[ 01:11:10.007 -->  01:13:31.504],BG,SPEAKER_00,4270.0078125,4411.504687500001
126,[ 01:11:22.107 -->  01:11:22.157],JV,SPEAKER_01,4282.1071875,4282.1578125
127,[ 01:13:31.504 -->  01:13:42.945],JW,SPEAKER_01,4411.504687500001,4422.945937500001
128,[ 01:13:42.945 -->  01:14:28.305],BH,SPEAKER_00,4422.945937500001,4468.305937500001
129,[ 01:14:28.305 -->  01:14:48.235],JX,SPEAKER_01,4468.305937500001,4488.235312500001
130,[ 01:14:48.640 -->  01:15:38.944],BI,SPEAKER_00,4488.6403125,4538.944687500001
131,[ 01:15:38.944 -->  01:15:47.955],JY,SPEAKER_01,4538.944687500001,4547.955937500001
132,[ 01:15:46.673 -->  01:16:25.671],BJ,SPEAKER_00,4546.6734375,4585.6715625
133,[ 01:16:26.430 -->  01:16:56.789],BK,SPEAKER_00,4586.430937500001,4616.7890625
134,[ 01:16:56.789 -->  01:17:29.239],JZ,SPEAKER_01,4616.7890625,4649.239687500001
135,[ 01:17:29.239 -->  01:18:08.980],BL,SPEAKER_00,4649.239687500001,4688.9803125
136,[ 01:18:08.980 -->  01:18:21.045],KA,SPEAKER_01,4688.9803125,4701.045937500001
137,[ 01:18:14.464 -->  01:18:14.802],BM,SPEAKER_00,4694.4646875,4694.802187500001
138,[ 01:18:21.045 -->  01:18:21.079],BN,SPEAKER_00,4701.045937500001,4701.0796875000015
139,[ 01:18:21.704 -->  01:18:45.379],BO,SPEAKER_00,4701.704062500001,4725.379687500001
140,[ 01:18:45.008 -->  01:18:57.614],KB,SPEAKER_01,4725.008437500001,4737.614062500001
141,[ 01:18:58.592 -->  01:19:03.840],KC,SPEAKER_01,4738.592812500001,4743.840937500001
142,[ 01:19:03.503 -->  01:20:43.082],BP,SPEAKER_00,4743.503437500001,4843.082812500001
143,[ 01:20:43.504 -->  01:20:47.841],KD,SPEAKER_01,4843.504687500001,4847.8415625
144,[ 01:20:47.149 -->  01:24:09.345],BQ,SPEAKER_00,4847.149687500001,5049.3459375
145,[ 01:21:03.214 -->  01:21:03.366],KE,SPEAKER_01,4863.2146875,4863.366562500001
146,[ 01:23:09.929 -->  01:23:10.182],KF,SPEAKER_01,4989.929062500001,4990.1821875000005
147,[ 01:24:09.345 -->  01:24:26.440],KG,SPEAKER_01,5049.3459375,5066.440312500001
148,[ 01:24:26.440 -->  01:24:54.739],BR,SPEAKER_00,5066.440312500001,5094.739687500001
149,[ 01:24:54.267 -->  01:25:04.240],KH,SPEAKER_01,5094.2671875000015,5104.2403125
150,[ 01:25:04.240 -->  01:25:11.952],BS,SPEAKER_00,5104.2403125,5111.952187500001
151,[ 01:25:11.952 -->  01:25:14.264],KI,SPEAKER_01,5111.952187500001,5114.2640625
152,[ 01:25:14.264 -->  01:28:05.376],BT,SPEAKER_00,5114.2640625,5285.3765625000015
153,[ 01:28:05.005 -->  01:28:27.938],KJ,SPEAKER_01,5285.005312500001,5307.938437500001
154,[ 01:28:12.632 -->  01:28:13.341],BU,SPEAKER_00,5292.6328125,5293.3415625
155,[ 01:28:26.487 -->  01:29:16.926],BV,SPEAKER_00,5306.487187500001,5356.926562500001
156,[ 01:29:16.926 -->  01:29:34.004],KK,SPEAKER_01,5356.926562500001,5374.0040625
157,[ 01:29:34.004 -->  01:31:26.914],BW,SPEAKER_00,5374.0040625,5486.914687500001
158,[ 01:31:26.914 -->  01:31:39.992],KL,SPEAKER_01,5486.914687500001,5499.992812500001
159,[ 01:31:39.992 -->  01:31:50.505],BX,SPEAKER_00,5499.992812500001,5510.5059375
160,[ 01:31:51.602 -->  01:35:44.562],BY,SPEAKER_00,5511.602812500001,5744.5621875
161,[ 01:34:22.718 -->  01:34:22.752],KM,SPEAKER_01,5662.7184375,5662.7521875
162,[ 01:35:44.562 -->  01:36:08.794],KN,SPEAKER_01,5744.5621875,5768.7946875
163,[ 01:35:47.549 -->  01:35:47.802],BZ,SPEAKER_00,5747.5490625,5747.802187500001
164,[ 01:35:54.299 -->  01:35:54.754],CA,SPEAKER_00,5754.2990625,5754.754687500001
165,[ 01:36:09.520 -->  01:36:45.936],CB,SPEAKER_00,5769.520312500001,5805.936562500001
166,[ 01:36:10.077 -->  01:36:10.650],KO,SPEAKER_01,5770.077187500001,5770.6509375000005
167,[ 01:36:45.936 -->  01:37:02.187],KP,SPEAKER_01,5805.936562500001,5822.1871875000015
168,[ 01:37:02.187 -->  01:37:29.828],CC,SPEAKER_00,5822.1871875000015,5849.8284375
169,[ 01:37:30.537 -->  01:38:42.998],CD,SPEAKER_00,5850.5371875,5922.9984375
170,[ 01:38:42.998 -->  01:38:58.692],KQ,SPEAKER_01,5922.9984375,5938.692187500001
171,[ 01:38:55.367 -->  01:38:57.460],CE,SPEAKER_00,5935.367812500001,5937.460312500001
172,[ 01:38:58.844 -->  01:39:03.990],CF,SPEAKER_00,5938.8440625,5943.990937500001
173,[ 01:39:03.990 -->  01:39:15.246],KR,SPEAKER_01,5943.990937500001,5955.2465625
174,[ 01:39:09.610 -->  01:39:10.808],CG,SPEAKER_00,5949.610312500001,5950.8084375
175,[ 01:39:12.985 -->  01:39:19.617],CH,SPEAKER_00,5952.985312500001,5959.6171875
176,[ 01:39:20.427 -->  01:40:15.507],CI,SPEAKER_00,5960.427187500001,6015.507187500001
177,[ 01:40:15.507 -->  01:40:42.389],KS,SPEAKER_01,6015.507187500001,6042.3890625
178,[ 01:40:33.934 -->  01:40:34.103],CJ,SPEAKER_00,6033.934687500001,6034.1034375
179,[ 01:40:44.059 -->  01:40:51.045],KT,SPEAKER_01,6044.059687500001,6051.045937500001
